4;3;7;5;1;0;0;0;3;8;5;15;2;9;12;4;5;0;15;6;12;1;2;0;1;7;1;3;0;19;5;16;0;6;6;3;5;1;3;11;15;1;6;11;3;2;6;1;10;0;4;4;2;14
16;29;13;5;0;1;1;7;9;4;2;32;5;9;14;9;4;3;16;18;18;2;2;0;0;8;0;4;0;16;9;7;0;7;0;3;7;0;3;11;5;0;7;7;3;3;3;2;11;2;3;1;3;7
3;1;1;3;0;1;0;2;2;3;0;3;2;5;8;11;17;0;13;29;4;0;1;1;3;4;0;4;0;10;9;12;0;5;0;3;3;0;2;10;10;4;9;0;1;2;2;3;5;3;2;0;2;10
7;31;9;3;0;1;4;11;4;7;7;14;0;7;11;5;9;0;9;7;21;3;2;0;0;5;0;8;0;17;6;15;0;6;2;5;5;0;3;17;10;0;5;12;4;0;3;2;6;1;5;2;0;9
17;28;12;6;1;6;4;19;8;11;6;26;5;25;19;7;7;0;17;7;22;1;0;0;0;8;0;3;0;12;10;16;0;13;3;11;8;1;2;7;7;0;2;6;0;2;4;2;10;0;4;4;6;5
9;12;14;9;0;0;0;4;7;8;3;14;1;5;4;9;9;0;19;32;10;0;2;0;0;14;0;2;0;18;9;19;0;5;3;2;9;0;5;18;19;2;9;10;3;5;1;4;4;4;4;6;1;11
6;19;8;6;1;5;3;9;4;12;3;14;3;22;8;8;7;0;13;22;13;2;0;0;0;5;0;4;0;13;6;8;0;4;0;3;10;0;1;19;12;2;9;6;5;5;4;1;1;1;1;1;5;7
10;28;6;9;1;3;3;12;7;6;5;16;6;13;12;12;7;6;23;5;11;2;1;0;0;10;0;7;0;18;7;10;3;3;2;5;4;0;1;10;15;1;8;8;3;1;7;3;3;2;0;3;1;2
5;11;4;3;1;0;0;5;2;7;3;6;2;15;4;8;13;0;12;25;6;0;1;3;3;10;0;2;0;9;8;9;0;9;3;10;8;0;6;14;19;5;22;3;3;4;2;1;5;0;1;3;5;13
13;35;6;2;0;4;0;12;5;0;2;15;7;15;14;3;2;0;11;14;19;1;3;0;0;8;0;5;0;20;5;29;1;15;0;5;7;0;1;13;7;0;6;5;2;3;3;0;0;1;0;2;5;6
10;11;4;10;0;1;0;1;4;0;2;4;1;11;11;9;11;1;9;29;16;0;1;1;3;7;0;5;0;12;11;24;0;12;3;4;3;0;2;6;10;0;8;1;1;1;4;7;16;6;6;12;6;9
0;0;7;7;0;3;4;1;2;1;2;7;0;3;8;18;21;2;8;29;16;0;0;0;3;2;0;2;0;9;8;9;0;5;2;5;2;0;3;6;6;0;7;6;4;3;4;2;13;1;6;1;3;5
4;0;3;2;0;2;1;4;5;0;1;13;0;6;9;15;14;0;19;29;4;1;1;0;3;2;0;2;0;10;6;12;0;4;2;2;1;0;0;7;8;0;3;4;1;2;6;6;13;6;5;0;5;8
15;30;17;5;0;1;1;6;6;7;1;15;2;6;18;10;11;2;13;13;20;4;4;0;0;11;0;9;0;19;5;14;0;3;1;7;4;0;0;5;4;0;1;8;0;0;4;4;9;1;8;3;4;6
14;13;6;6;0;1;1;10;2;5;0;15;6;6;15;5;10;1;12;20;19;1;0;2;1;7;0;4;0;13;5;23;0;8;1;1;1;0;0;15;8;1;8;7;5;1;5;4;6;3;4;11;2;6
2;3;4;2;0;1;0;9;2;5;0;10;3;6;3;16;14;0;12;26;7;0;0;2;4;6;0;2;0;7;8;11;0;6;2;2;1;0;0;9;6;0;10;3;1;2;4;1;4;3;2;2;2;11
19;12;10;9;2;2;2;4;1;0;0;12;4;11;7;9;19;0;12;18;12;1;2;1;1;10;0;3;0;19;8;12;0;6;3;2;3;0;2;7;6;0;5;2;1;1;3;9;22;4;9;0;10;11
9;22;6;5;1;2;0;5;1;9;4;10;6;21;7;3;1;0;14;31;5;0;3;0;0;13;0;7;0;20;16;10;0;4;1;5;9;0;3;18;23;3;13;7;3;3;2;2;1;0;0;1;5;9
16;31;14;7;0;3;4;13;2;7;1;16;4;6;10;6;5;0;13;20;17;2;4;0;0;11;0;6;0;10;14;18;0;7;1;4;7;0;1;9;25;1;10;7;6;0;6;0;1;0;1;3;4;10
1;2;6;2;0;2;2;6;4;1;0;15;4;9;6;14;13;0;14;23;11;2;2;1;5;6;0;6;0;9;5;16;0;2;3;1;5;0;1;4;3;0;7;3;1;2;3;2;9;1;2;2;5;6
11;12;14;6;1;2;0;8;1;2;3;18;3;3;11;9;18;5;8;21;19;1;0;1;0;8;0;1;0;16;10;9;0;6;3;2;6;0;1;7;12;0;7;5;1;0;6;8;16;2;7;1;11;6
15;27;9;5;1;1;3;12;9;8;4;13;4;20;15;5;2;0;11;6;18;1;0;1;0;12;1;8;0;26;8;9;3;3;3;6;2;1;5;15;15;0;5;1;1;1;4;3;7;1;1;0;1;8
10;26;9;6;0;4;3;8;2;6;9;17;5;13;20;7;0;0;8;17;16;2;1;0;0;12;0;8;0;17;7;16;0;4;1;2;6;0;1;16;17;1;13;5;3;6;7;0;3;2;2;1;7;6
6;31;16;5;0;1;4;14;6;6;2;15;3;10;22;4;9;1;15;19;16;0;4;0;0;14;0;9;0;17;5;21;0;7;0;10;6;0;1;6;5;1;7;4;0;0;4;4;5;2;1;1;1;8
